etax_id	invoice_name	invoice_origin	deposit	amount_untaxed	sent_tax_basis	should_tax_basis
14981	IV260600435	SO-26060649	214.95	214.95	0.00	214.95
14983	IV260600437	SO-26060651	733.6500000000001	733.65	0.00	733.65
14984	IV260600438	SO-26060527	3129.33	3129.33	0.00	3129.33
14985	IV260600439	SO-26060528	3671	3671.00	0.00	3671.00
14986	IV260600300	SO-26060529	3129.33	3129.33	0.00	3129.33
14987	IV260600299	SO-26060533	3671	3671.00	0.00	3671.00
14988	IV260600298	SO-26060532	3129.33	3129.33	0.00	3129.33
14989	IV260600297	SO-26060535	3129.33	3129.33	0.00	3129.33
14990	IV260600296	SO-26060536	3129.33	3129.33	0.00	3129.33
14991	IV260600295	SO-26060508	3129.33	3129.33	0.00	3129.33
14992	IV260600294	SO-26060534	3129.33	3129.33	0.00	3129.33
14995	IV260600440	SO-26060689	6731.07	6731.07	0.00	6731.07
14996	IV260600441	SO-26060694	5432.46	5432.46	0.00	5432.46
14997	IV260600442	SO-26060692	5724.8	5724.80	0.00	5724.80
14999	IV260600444	SO-26060695	27409.26	27409.26	0.00	27409.26
15001	IV260600446	SO-26060751	7524	7524.00	0.00	7524.00
15002	IV260600447	SO-26060750	890	890.00	0.00	890.00
15003	IV260600448	SO-26060653	1966.5	1966.50	0.00	1966.50
15005	IV260600450	SO-26060351	13282.13	13282.13	0.00	13282.13
15008	IV260600452	SO-0238091	9068.6	9068.60	0.00	9068.60
15009	IV260600453	SO-26060592	52764.11	56304.41	3540.30	56304.41
15010	IV260600454	SO-26060596	585.8	585.80	0.00	585.80
15011	IV260600455	SO-26060632	12973.22	12973.22	0.00	12973.22
15012	IV260600451	SO-0239169	9068.6	9068.60	0.00	9068.60
15014	IV260600456	SO-0240244	7818.93	7818.93	0.00	7818.93
15015	IV260600457	SO-0240180	7818.93	7818.93	0.00	7818.93
15022	IV260600458	SO-26060755	1046.73	1046.73	0.00	1046.73
15023	IV260600459	SO-26060758	3200	3200.00	0.00	3200.00
15024	IV260600460	SO-26060718	76275.5	76275.50	0.00	76275.50
15025	IV260600461	SO-0240488	9042.06	9042.06	0.00	9042.06
15026	IV260600462	SO-26060493	10841.119999999999	10841.12	0.00	10841.12
15027	IV260600463	SO-26060494	10303.74	10303.74	0.00	10303.74
15028	IV260600464	SO-26060495	10303.74	10303.74	0.00	10303.74
15029	IV260600465	SO-26060498	10303.74	10303.74	0.00	10303.74
15030	IV260600466	SO-26060496	10303.74	10303.74	0.00	10303.74
15031	IV260600467	SO-26060347	16860	18860.00	2000.00	18860.00
15032	IV260600468	SO-26060685	9130.84	9130.84	0.00	9130.84
15033	IV260600469	SO-26060679	8485.98	8485.98	0.00	8485.98
15034	IV260600470	SO-26060682	9130.84	9130.84	0.00	9130.84
15035	IV260600471	SO-26060683	9149.53	9149.53	0.00	9149.53
15036	IV260600472	SO-26060643	3028.04	3028.04	0.00	3028.04
15037	IV260600473	SO-26060672	1943.93	1943.93	0.00	1943.93
15038	IV260600474	SO-26060654	3203.7400000000002	3203.74	0.00	3203.74
15039	IV260600475	SO-26060670	1350.47	1350.47	0.00	1350.47
15040	IV260600476	SO-26060660	1514.02	1514.02	0.00	1514.02
15041	IV260600477	SO-26060661	728.04	728.04	0.00	728.04
15042	IV260600478	SO-26060662	1750.47	1750.47	0.00	1750.47
15043	IV260600479	SO-26060630	738.32	738.32	0.00	738.32
15045	IV260600480	SO-26060625	738.32	738.32	0.00	738.32
15046	IV260600481	SO-26060603	1467.29	1467.29	0.00	1467.29
15047	IV260600482	SO-26060628	2149.53	2149.53	0.00	2149.53
15048	IV260600483	SO-26060622	7028.04	7028.04	0.00	7028.04
15049	IV260600484	SO-26060627	5644.86	5644.86	0.00	5644.86
15050	IV260600485	SO-26060620	1018.69	1018.69	0.00	1018.69
15051	IV260600486	SO-26060400	5299.070000000001	5299.07	0.00	5299.07
15052	IV260600487	SO-26060394	8747.66	8747.66	0.00	8747.66
15053	IV260600488	SO-26060390	810.2800000000001	810.28	0.00	810.28
15054	IV260600489	SO-26060387	7588.79	7588.79	0.00	7588.79
15055	IV260600490	SO-26060375	1186.92	1186.92	0.00	1186.92
15056	IV260600491	SO-26060438	738.32	738.32	0.00	738.32
15057	IV260600492	SO-26060615	7607.48	7607.48	0.00	7607.48
15058	IV260600493	SO-26060598	4785.049999999999	4785.05	0.00	4785.05
15059	IV260600494	SO-26060624	4850.47	4850.47	0.00	4850.47
15060	IV260600495	SO-26060601	738.32	738.32	0.00	738.32
15061	IV260600496	SO-26060611	8028.04	8028.04	0.00	8028.04
15062	IV260600497	SO-26060602	6186.92	6186.92	0.00	6186.92
15063	IV260600498	SO-26060605	4757.01	4757.01	0.00	4757.01
15064	IV260600499	SO-26060599	1140.19	1140.19	0.00	1140.19
15065	IV260600500	SO-26060678	8504.67	8504.67	0.00	8504.67
15066	IV260600501	SO-26060673	2738.3199999999997	2738.32	0.00	2738.32
15067	IV260600502	SO-26060674	2757.0099999999998	2757.01	0.00	2757.01
15068	IV260600503	SO-26060669	7700.93	7700.93	0.00	7700.93
15069	IV260600504	SO-26060572	11810	11810.00	0.00	11810.00
15070	IV260600505	SO-26060644	3084.1099999999997	3084.11	0.00	3084.11
15071	IV260600506	SO-26060619	27943.93	27943.93	0.00	27943.93
15072	IV260600507	SO-26060465	31190	31190.00	0.00	31190.00
15073	IV260600508	SO-26060504	15046.73	15046.73	0.00	15046.73
15074	IV260600509	SO-26060309	2299.31	2299.31	0.00	2299.31
15075	IV260600510	SO-26060593	5225	5225.00	0.00	5225.00
15076	IV260600511	SO-26060332	24357.45	24357.45	0.00	24357.45
15077	IV260600512	SO-26060747	33250	33250.00	0.00	33250.00
15078	IV260600513	SO-26060502	19900	19900.00	0.00	19900.00
15079	IV260600514	SO-26060657	655.5	655.50	0.00	655.50
15080	IV260600515	SO-26060565	4899.53	4899.53	0.00	4899.53
15081	IV260600516	SO-26060566	3168.22	3168.22	0.00	3168.22
15082	IV260600517	SO-26060314	5950.93	5950.93	0.00	5950.93
15083	IV260600518	SO-26060037	12939.25	12939.25	0.00	12939.25
15084	IV260600519	SO-26060562	4072.64	4072.64	0.00	4072.64
15085	IV260600520	SO-26060710	13500	13500.00	0.00	13500.00
15086	IV260600521	SO-26060706	13500	13500.00	0.00	13500.00
15087	IV260600522	SO-26060705	13500	13500.00	0.00	13500.00
15088	IV260600523	SO-26060748	5130	5130.00	0.00	5130.00
15089	IV260600524	SO-26060749	5130	5130.00	0.00	5130.00
15090	IV260600525	SO-26060701	5116.82	5116.82	0.00	5116.82
15092	IV260600527	SO-26060713	1036.45	1036.45	0.00	1036.45
15093	IV260600528	SO-26060712	877.5699999999999	877.57	0.00	877.57
15094	IV260600529	SO-26060664	1018.69	1018.69	0.00	1018.69
15095	IV260600530	SO-26060715	1299.06	1299.06	0.00	1299.06
15096	IV260600531	SO-26060708	1308.41	1308.41	0.00	1308.41
15097	IV260600532	SO-26060806	953.27	953.27	0.00	953.27
15104	IV260600293	SO-26060652	3000	3000.00	0.00	3000.00
15113	IV260600436	SO-26060650	976.64	976.64	0.00	976.64
15114	IV260600432	SO-26060637	224.3	224.30	0.00	224.30
15116	IV260600430	SO-26060425	560.75	560.75	0.00	560.75
15121	IV260600533	SO-0240123	15637.86	15637.86	0.00	15637.86
15125	IV260600534	SO-26060612	142320	142320.00	0.00	142320.00
15126	IV260600535	SO-26060813	809.09	809.09	0.00	809.09
15127	IV260600536	SO-0239652	7818.93	7818.93	0.00	7818.93
15128	IV260600537	SO-0239871	15637.86	15637.86	0.00	15637.86
15129	IV260600538	SO-26060169	7818.92	7818.92	0.00	7818.92
15130	IV260600539	SO-26060168	7818.92	7818.92	0.00	7818.92
15131	IV260600540	SO-26060164	15637.86	15637.86	0.00	15637.86
15132	IV260600541	SO-26060729	469.13	469.13	0.00	469.13
15133	IV260600542	SO-0240335	7818.93	7818.93	0.00	7818.93
15134	IV260600543	SO-26060236	7818.92	7818.92	0.00	7818.92
15135	IV260600544	SO-26060730	3732.69	3732.69	0.00	3732.69
15137	IV260600545	SO-26060728	3249.96	3249.96	0.00	3249.96
15138	IV260600546	SO-26060724	469.13	5221.67	4752.54	5221.67
15139	IV260600547	SO-26060727	7309	7309.00	0.00	7309.00
15140	IV260600548	SO-26060726	673.1	673.10	0.00	673.10
15141	IV260600549	SO-26060811	3732.69	3732.69	0.00	3732.69
15142	IV260600550	SO-26060690	16608.6	41224.44	24615.84	41224.44
15143	IV260600551	SO-26060656	3397.75	3397.75	0.00	3397.75
15144	IV260600552	SO-26060663	493	493.00	0.00	493.00
15145	IV260600553	SO-26060829	46626.740000000005	46626.74	0.00	46626.74
15146	IV260600554	SO-26060834	2134.9	2134.90	0.00	2134.90
15147	IV260600555	SO-26060825	2032.92	2032.92	0.00	2032.92
15148	IV260600556	SO-26060839	40359.2	40359.20	0.00	40359.20
15149	IV260600557	SO-0240228	2032.92	2032.92	0.00	2032.92
15152	IV260600558	SO-26060840	1516.2	1516.20	0.00	1516.20
15153	IV260600559	SO-26060848	2032.92	2032.92	0.00	2032.92
15154	IV260600560	SO-26060847	4011.44	4011.44	0.00	4011.44
15155	IV260600561	SO-26060846	1489	1489.00	0.00	1489.00
15164	IV260600562	SO-26060845	3732.69	3732.69	0.00	3732.69
15197	IV260600268	SO-26060345	9280.37	9280.37	0.00	9280.37
15203	IV260600321	SO-26060434	2028.04	2028.04	0.00	2028.04
15238	IV260600563	SO-26060865	3671	3671.00	0.00	3671.00
15239	IV260600269	SO-26060196	47975.700000000004	47975.70	0.00	47975.70
15242	IV260600242	SO-26060319	2046.73	2046.73	0.00	2046.73
15243	IV260600240	SO-26060337	457.94	457.94	0.00	457.94
15249	IV260600154	SO-26060187	925.23	925.23	0.00	925.23
15250	IV260600149	SO-26060193	2523.3599999999997	2523.36	0.00	2523.36
15253	IV260600566	SO-26060333	595.79	595.79	0.00	595.79
15254	IV260600567	SO-26060835	5700	5700.00	0.00	5700.00
15255	IV260600568	SO-26060831	5671.5	5671.50	0.00	5671.50
15256	IV260600569	SO-26060832	5671.5	5671.50	0.00	5671.50
15257	IV260600570	SO-26060823	4467.3	4467.30	0.00	4467.30
15258	IV260600571	SO-26060821	439.25	439.25	0.00	439.25
15259	IV260600572	SO-26060820	3185.05	3185.05	0.00	3185.05
15260	IV260600573	SO-0240563	2831	2831.00	0.00	2831.00
15261	IV260600574	SO-0240824	3598.6	3598.60	0.00	3598.60
15262	IV260600575	SO-26060452	4845	4845.00	0.00	4845.00
15263	IV260600576	SO-26060595	2219.3	2219.30	0.00	2219.30
15264	IV260600577	SO-26060822	8009.35	8009.35	0.00	8009.35
15265	IV260600578	SO-26060781	45.79	1709.35	1663.56	1709.35
15266	IV260600579	SO-26060879	6870	6870.00	0.00	6870.00
15267	IV260600580	SO-26060784	45.8	157.01	111.21	157.01
15268	IV260600581	SO-26060809	1434.5800000000002	1434.58	0.00	1434.58
15269	IV260600582	SO-26060815	841.12	841.12	0.00	841.12
15270	IV260600583	SO-26060817	21106.5	21106.50	0.00	21106.50
15271	IV260600584	SO-26060772	8504.67	8504.67	0.00	8504.67
15272	IV260600585	SO-26060666	261.68	261.68	0.00	261.68
15275	IV260600588	SO-26060816	738.32	738.32	0.00	738.32
15276	IV260600589	SO-26060812	6769.16	6769.16	0.00	6769.16
15277	IV260600590	SO-26060807	7635.5	7635.50	0.00	7635.50
15278	IV260600591	SO-26060779	1015.89	1015.89	0.00	1015.89
15279	IV260600592	SO-26060774	3112.15	3112.15	0.00	3112.15
15281	IV260600594	SO-26060612	52800	0.00	-52800.00	0.00
15282	IV260600595	SO-26060797	4831.78	4831.78	0.00	4831.78
15283	IV260600596	SO-26060801	15046.73	15046.73	0.00	15046.73
15284	IV260600597	SO-26060676	8485.98	8485.98	0.00	8485.98
15285	IV260600598	SO-26060680	8485.98	8485.98	0.00	8485.98
15286	IV260600599	SO-26060681	9130.84	9130.84	0.00	9130.84
15287	IV260600600	SO-26060675	9626.18	9626.18	0.00	9626.18
15288	IV260600601	SO-26060677	10308.41	10308.41	0.00	10308.41
15289	IV260600602	SO-26060684	19831.78	19831.78	0.00	19831.78
15290	IV260600603	SO-26060691	1654.21	1654.21	0.00	1654.21
15291	IV260600604	SO-26060808	45.79	418.69	372.90	418.69
15292	IV260600605	SO-26060833	1401.8700000000001	1401.87	0.00	1401.87
15293	IV260600606	SO-26060836	1401.8700000000001	1401.87	0.00	1401.87
15294	IV260600607	SO-26060830	289.72	289.72	0.00	289.72
15295	IV260600608	SO-26060828	420.56	420.56	0.00	420.56
15298	IV260600610	SO-0239498	1805	1805.00	0.00	1805.00
15299	IV260600611	SO-26060717	33500	33500.00	0.00	33500.00
15300	IV260600612	SO-26060716	42175	42175.00	0.00	42175.00
15301	IV260600613	SO-26060814	252.33	252.33	0.00	252.33
15302	IV260600614	SO-26060555	76	1966.50	1890.50	1966.50
15303	IV260600615	SO-26060800	784.11	784.11	0.00	784.11
15304	IV260600616	SO-26060270	18283.76	18283.76	0.00	18283.76
15305	IV260600617	SO-0239885	1881	6726.00	4845.00	6726.00
15306	IV260600618	SO-0238993	2945	2945.00	0.00	2945.00
15309	IV260600620	SO-26060514	10307.5	10307.50	0.00	10307.50
15312	IV260600622	SO-26060688	3627.44	3627.44	0.00	3627.44
15313	IV260600068	SO-26060045	16848.25	16848.25	0.00	16848.25
15315	IV260600093	SO-26060112	1474.77	1474.77	0.00	1474.77
15318	IV260600086	SO-26060056	6130.84	6130.84	0.00	6130.84
15319	IV260600085	SO-0240121	42175	42175.00	0.00	42175.00
15320	IV260600084	SO-26060034	271.03	271.03	0.00	271.03
15321	IV260600078	SO-26060078	4056.08	4056.08	0.00	4056.08
15322	IV260600065	SO-26060070	63300	63300.00	0.00	63300.00
15324	IV260600056	SO-26060071	733.6500000000001	733.65	0.00	733.65
15325	IV260600053	SO-26060039	1523.3700000000001	1523.37	0.00	1523.37
15326	IV260600015	SO-26050635	1690.6499999999999	1690.65	0.00	1690.65
15329	IV260600006	SO-26060005	1307.48	1307.48	0.00	1307.48
15334	IV260600625	SO-26060869	3589.9	3589.90	0.00	3589.90
15335	IV260600626	SO-26060928	11210	11210.00	0.00	11210.00
15336	IV260600627	SO-26060841	285	285.00	0.00	285.00
15337	IV260600628	SO-26060788	280.37	280.37	0.00	280.37
15338	IV260600629	SO-26060899	280.37	280.37	0.00	280.37
15362	IV260600646	SO-26060905	93.45	1738.32	1644.87	1738.32
15363	IV260600647	SO-26060904	56.07	327.10	271.03	327.10
15364	IV260600648	SO-26060854	93.45	1401.87	1308.42	1401.87
15365	IV260600649	SO-26060686	93.46	3242.99	3149.53	3242.99
15366	IV260600650	SO-26060898	93.45	1406.54	1313.09	1406.54
15367	IV260600651	SO-26060872	280.37	1177.57	897.20	1177.57
15369	IV260600653	SO-26060896	186.92	6392.52	6205.60	6392.52
15370	IV260600654	SO-26060883	45.79	1709.35	1663.56	1709.35
15371	IV260600655	SO-26060889	46.73	841.12	794.39	841.12
15372	IV260600656	SO-26060888	140.19	7588.79	7448.60	7588.79
15374	IV260600657	SO-26060887	186.92	8009.35	7822.43	8009.35
15376	IV260600658	SO-26060885	93.46	1672.90	1579.44	1672.90
15377	IV260600659	SO-26060882	45.79	1709.35	1663.56	1709.35
15378	IV260600660	SO-26060884	93.45	11777.57	11684.12	11777.57
15379	IV260600661	SO-26060880	93.46	1391.59	1298.13	1391.59
15380	IV260600662	SO-26060671	186.92	8009.35	7822.43	8009.35
15381	IV260600663	SO-26060886	186.92	5766.36	5579.44	5766.36
15382	IV260600664	SO-26060881	93.44	4813.08	4719.64	4813.08
15383	IV260600665	SO-26060381	93.46	4738.32	4644.86	4738.32
15384	IV260600666	SO-26060805	186.92	15028.04	14841.12	15028.04
15387	IV260600668	SO-26060859	186.92	6906.55	6719.63	6906.55
15389	IV260600670	SO-26060612	6480	0.00	-6480.00	0.00
15390	IV260600671	SO-26060912	93.45	1046.73	953.28	1046.73
15393	IV260600674	SO-26060895	280.37	841.12	560.75	841.12
15394	IV260600675	SO-26060804	186.91	10028.04	9841.13	10028.04
15397	IV260600678	SO-26060918	140.19	3205.61	3065.42	3205.61
15398	IV260600679	SO-26060915	93.46	1560.75	1467.29	1560.75
15399	IV260600680	SO-26060922	45.8	774.77	728.97	774.77
15400	IV260600681	SO-26060920	45.8	417.76	371.96	417.76
15407	IV260600061	SO-26060010	46.73	252.34	205.61	252.34
15461	IV260600712	SO-26060966	93.46	1214.96	1121.50	1214.96
15462	IV260600713	SO-26060973	56.07	280.37	224.30	280.37
15463	IV260600714	SO-26060976	46.73	224.30	177.57	224.30
15465	IV260600716	SO-26060980	93.46	1549.53	1456.07	1549.53
15466	IV260600717	SO-26060971	56.07	327.10	271.03	327.10
15467	IV260600718	SO-26060954	93.46	6934.58	6841.12	6934.58
15468	IV260600719	SO-26060952	467.29	22841.13	22373.84	22841.13
15469	IV260600720	SO-26060975	45.8	466.36	420.56	466.36
15470	IV260600721	SO-26060927	373.83	9616.83	9243.00	9616.83
15473	IV260600724	SO-26060948	56.08	1252.34	1196.26	1252.34
15690	IV260600321	SO-26060434	121.5	2028.04	1906.54	2028.04
15697	IV260600157	SO-26060185	93.45	1738.32	1644.87	1738.32
15698	IV260600730	SO-26060986	5700	5700.00	0.00	5700.00
15699	IV260600731	SO-26060988	9100	9100.00	0.00	9100.00
15707	IV260600739	SO-26060890	93.45	4084.11	3990.66	4084.11
15710	IV260600048	SO-26060050	51.4	1434.58	1383.18	1434.58
15711	IV260600062	SO-26060066	46.73	1803.74	1757.01	1803.74
15712	IV260600740	SO-26060936	51.4	1308.41	1257.01	1308.41
15713	IV260600741	SO-26060938	186.92	1476.64	1289.72	1476.64
15714	IV260600069	SO-26060059	51.4	1098.13	1046.73	1098.13
15715	IV260600742	SO-26060943	46.73	841.12	794.39	841.12
15716	IV260600743	SO-26060893	186.92	8009.35	7822.43	8009.35
15717	IV260600744	SO-26060951	186.91	13025.24	12838.33	13025.24
15720	IV260600747	SO-26060935	93.46	1560.75	1467.29	1560.75
15840	IV260600793	SO-26061156	56.07	953.27	897.20	953.27
15849	IV260600796	SO-26061114	121.5	2738.32	2616.82	2738.32
15852	IV260600799	SO-26060999	93.45	6991.59	6898.14	6991.59
15875	IV260600808	SO-26060974	56.07	733.65	677.58	733.65
15877	IV260600809	SO-26060984	93.45	1588.79	1495.34	1588.79
15878	IV260600810	SO-26061150	46.73	224.30	177.57	224.30
15879	IV260600811	SO-26061120	56.08	733.65	677.57	733.65
15885	IV260600814	SO-26061135	140.19	3112.15	2971.96	3112.15
15888	IV260600816	SO-26061149	2336.45	2775.70	439.25	2775.70
15890	IV260600817	SO-26061162	93.45	1523.36	1429.91	1523.36
15892	IV260600818	SO-26061160	46.73	280.37	233.64	280.37
15898	IV260600821	SO-26061158	93.44	3906.54	3813.10	3906.54
15899	IV260600822	SO-26060953	1401.87	16280.37	14878.50	16280.37
15903	IV260600824	SO-26061145	93.46	372.90	279.44	372.90
15904	IV260600825	SO-26061148	45.8	886.92	841.12	886.92
15905	IV260600826	SO-26061151	93.46	4003.74	3910.28	4003.74
15906	IV260600827	SO-26061152	46.73	1439.25	1392.52	1439.25
15907	IV260600828	SO-26061153	93.46	1411.22	1317.76	1411.22
15908	IV260600829	SO-26061157	51.41	2556.07	2504.66	2556.07
15911	IV260600830	SO-26061128	93.46	831.78	738.32	831.78
15913	IV260600832	SO-26061136	74.77	2682.25	2607.48	2682.25
15915	IV260600834	SO-26061139	93.46	831.78	738.32	831.78
15919	IV260600835	SO-26061143	93.45	1392.52	1299.07	1392.52
15920	IV260600836	SO-26061142	93.46	4003.74	3910.28	4003.74
15923	IV260600837	SO-26061141	45.79	653.27	607.48	653.27
15931	IV260600843	SO-26061037	186.91	10065.41	9878.50	10065.41
15933	IV260600845	SO-26061019	186.92	5495.33	5308.41	5495.33
15934	IV260600846	SO-26060982	186.92	4831.78	4644.86	4831.78
15935	IV260600847	SO-26060991	93.46	1654.21	1560.75	1654.21
15936	IV260600848	SO-26060992	45.8	3756.08	3710.28	3756.08
15938	IV260600849	SO-26060995	45.79	1447.63	1401.84	1447.63
15939	IV260600850	SO-26061003	46.73	1188.79	1142.06	1188.79
15940	IV260600851	SO-26061004	93.45	5835.51	5742.06	5835.51
15941	IV260600852	SO-26061013	45.8	466.36	420.56	466.36
15942	IV260600853	SO-26061015	45.8	1148.60	1102.80	1148.60
15946	IV260600856	SO-26061068	51.4	1037.38	985.98	1037.38
15947	IV260600857	SO-26061012	45.78	1142.97	1097.19	1142.97
15949	IV260600859	SO-26061035	93.45	1523.36	1429.91	1523.36
15950	IV260600860	SO-26061033	93.46	4738.32	4644.86	4738.32
15951	IV260600861	SO-26061122	45.8	2176.64	2130.84	2176.64
15953	IV260600862	SO-26061116	51.4	1434.58	1383.18	1434.58
15956	IV260600863	SO-26061111	45.8	597.20	551.40	597.20
15957	IV260600864	SO-26061108	51.4	1322.43	1271.03	1322.43
15960	IV260600865	SO-26061126	93.45	1747.66	1654.21	1747.66
15961	IV260600866	SO-26061000	93.46	2495.33	2401.87	2495.33
15962	IV260600867	SO-26061001	93.45	5855.14	5761.69	5855.14
15963	IV260600868	SO-26061002	93.46	10907.48	10814.02	10907.48
15964	IV260600869	SO-26061119	93.46	943.93	850.47	943.93
15965	IV260600870	SO-26061079	280.37	401.87	121.50	401.87
15966	IV260600871	SO-26061047	280.37	1112.15	831.78	1112.15
15967	IV260600872	SO-26061081	280.38	1158.88	878.50	1158.88
15969	IV260600874	SO-26061069	373.81	11336.45	10962.64	11336.45
15970	IV260600875	SO-26061075	74.77	1009.35	934.58	1009.35
15973	IV260600877	SO-0238599	2200	0.00	-2200.00	0.00
15977	IV260600880	SO-26061191	280.37	280.37	0.00	280.37
15978	IV260600881	SO-26061198	373.83	373.83	0.00	373.83
15979	IV260600882	SO-26061200	1355.14	1355.14	0.00	1355.14
15980	IV260600883	SO-26061078	1401.87	1401.87	0.00	1401.87
15981	IV260600884	SO-26061067	280.37	280.37	0.00	280.37
15982	IV260600885	SO-26061080	280.37	280.37	0.00	280.37
15987	IV260600586	SO-26060810	56.07	327.10	271.03	327.10
15988	IV260600587	SO-26060818	93.46	2242.99	2149.53	2242.99
15989	IV260600673	SO-26060923	280.38	2757.01	2476.63	2757.01
16002	IV260600715	SO-26060933	280.39	2448.60	2168.21	2448.60
16063	IV260600894	SO-26061192	233.65	5607.48	5373.83	5607.48
16064	IV260600895	SO-26061222	186.92	8028.04	7841.12	8028.04
16065	IV260600896	SO-26061223	93.46	1560.75	1467.29	1560.75
16066	IV260600897	SO-26061176	373.83	23893.83	23520.00	23893.83
16067	IV260600898	SO-26061190	140.19	5607.48	5467.29	5607.48
16068	IV260600899	SO-26061133	330.37	7797.66	7467.29	7797.66
16080	IV260600902	SO-26061230	233.64	10999.99	10766.35	10999.99
16084	IV260600904	SO-26061098	93.46	831.78	738.32	831.78
16085	IV260600905	SO-26061113	140.18	6280.37	6140.19	6280.37
16087	IV260600906	SO-26061115	93.46	1164.49	1071.03	1164.49
16090	IV260600907	SO-26061117	233.65	5607.48	5373.83	5607.48
16092	IV260600908	SO-26061123	93.46	1373.83	1280.37	1373.83
16094	IV260600909	SO-26060993	280.38	3074.77	2794.39	3074.77
16096	IV260600911	SO-26061006	93.45	1439.25	1345.80	1439.25
16097	IV260600912	SO-26061202	140.19	5345.80	5205.61	5345.80
16100	IV260600914	SO-26061215	93.45	4084.11	3990.66	4084.11
16107	IV260600918	SO-26061217	93.46	2317.76	2224.30	2317.76
16108	IV260600919	SO-26061212	93.45	4084.11	3990.66	4084.11
16109	IV260600920	SO-26061210	93.46	1560.75	1467.29	1560.75
16110	IV260600921	SO-26061187	186.92	2588.79	2401.87	2588.79
16111	IV260600922	SO-26061224	93.45	1747.66	1654.21	1747.66
16112	IV260600923	SO-26061228	93.45	3345.79	3252.34	3345.79
16113	IV260600924	SO-26061229	93.47	1448.60	1355.13	1448.60
16114	IV260600925	SO-26061211	46.73	1732.71	1685.98	1732.71
16115	IV260600926	SO-26061220	46.73	1732.71	1685.98	1732.71
16116	IV260600927	SO-26061207	51.4	995.33	943.93	995.33
16117	IV260600928	SO-26061209	45.8	2802.80	2757.00	2802.80
16118	IV260600929	SO-26061203	93.46	7932.70	7839.24	7932.70
16121	IV260600932	SO-26061185	45.79	418.69	372.90	418.69
16122	IV260600933	SO-26061227	46.73	1732.71	1685.98	1732.71
16123	IV260600934	SO-26061226	51.4	1037.38	985.98	1037.38
16128	IV260600939	SO-26061225	45.8	2821.50	2775.70	2821.50
16129	IV260600940	SO-26061197	186.92	2803.74	2616.82	2803.74
16130	IV260600941	SO-26061199	280.38	1158.88	878.50	1158.88
16135	IV260600946	SO-26061236	93.46	1476.64	1383.18	1476.64
16136	IV260600947	SO-26061239	35.51	306.54	271.03	306.54
16138	IV260600949	SO-26061240	93.46	1766.36	1672.90	1766.36
16140	IV260600951	SO-26061204	51.4	1294.39	1242.99	1294.39
16141	IV260600952	SO-26061205	51.4	1322.43	1271.03	1322.43
16143	IV260600953	SO-26061206	51.4	1434.58	1383.18	1434.58
16144	IV260600954	SO-26061082	700.94	700.94	0.00	700.94
16150	IV260600959	SO-26061189	56.07	733.65	677.58	733.65
16213	IV260600987	SO-0238599	3430	0.00	-3430.00	0.00
16214	IV260600988	SO-26061358	186.92	6766.36	6579.44	6766.36
16227	CN2606020	SO-26060310	792	792.00	0.00	792.00
16228	IV260600991	SO-26061282	93.46	5454.21	5360.75	5454.21
16229	IV260600992	SO-26061299	51.4	1322.43	1271.03	1322.43
16230	IV260600993	SO-26061300	46.73	1710.28	1663.55	1710.28
16231	IV260600994	SO-26061309	45.8	531.78	485.98	531.78
16233	IV260600996	SO-26061193	70680	70680.00	0.00	70680.00
16235	IV260600998	SO-26061193	60680	0.00	-60680.00	0.00
16236	IV260600999	SO-26061302	46.73	4065.42	4018.69	4065.42
16239	IV260601002	SO-26061231	140.19	9467.29	9327.10	9467.29
16240	IV260601003	SO-26061278	93.45	4084.11	3990.66	4084.11
16241	IV260601004	SO-26060913	93.46	2327.10	2233.64	2327.10
16242	IV260601005	SO-26061321	46.73	10626.17	10579.44	10626.17
16243	IV260601006	SO-26061325	140.19	3224.30	3084.11	3224.30
16244	IV260601007	SO-26061323	140.19	6476.64	6336.45	6476.64
16245	IV260601008	SO-26061322	93.45	3570.09	3476.64	3570.09
16246	IV260601009	SO-26060134	93.46	1102.80	1009.34	1102.80
16248	IV260601011	SO-26061277	140.2	18065.40	17925.20	18065.40
16249	IV260601012	SO-26061320	93.45	3793.46	3700.01	3793.46
16250	IV260601013	SO-26061313	93.46	1183.18	1089.72	1183.18
16251	IV260601014	SO-26061296	93.47	6598.13	6504.66	6598.13
16252	IV260601015	SO-26061297	280.37	9514.02	9233.65	9514.02
16253	IV260601016	SO-26061304	93.46	2495.33	2401.87	2495.33
16254	IV260601017	SO-26061310	280.37	11289.72	11009.35	11289.72
16255	IV260601018	SO-26061317	93.45	2037.38	1943.93	2037.38
16258	IV260601021	SO-0231810	409750	409750.00	0.00	409750.00
16270	IV260601026	SO-26061351	46.73	224.30	177.57	224.30
16273	IV260601027	SO-26061324	93.45	1401.87	1308.42	1401.87
16278	IV260601030	SO-26061352	56.07	733.65	677.58	733.65
16280	IV260601031	SO-26061354	74.77	3140.19	3065.42	3140.19
16282	IV260601032	SO-26061355	93.45	1401.87	1308.42	1401.87
16419	IV260601041	SO-26061381	45.8	764.49	718.69	764.49
16433	IV260601046	SO-26061384	93.46	7444.86	7351.40	7444.86
16444	IV260601048	SO-26061419	56.08	1252.34	1196.26	1252.34
16448	IV260601049	SO-26061399	56.07	733.65	677.58	733.65
16450	IV260601050	SO-26061422	74.77	4074.77	4000.00	4074.77
